Gene	pos.pvalue	pos.fdr	neg.pvalue	neg.fdr
candidate537	0.669494290375204	0.999513381995134	0.330179445350734	0.862592592592593
candidate538	0.669004893964111	0.999513381995134	0.330995106035889	0.862592592592593
candidate539	0.546982055464927	0.963315217391305	0.45252854812398	0.934591194968554
candidate54	0.268515497553018	0.946892655367231	0.731484502446982	0.990556492411467
candidate541	0.864110929853181	0.999673735725938	0.135889070146819	0.862592592592593
candidate543	0.552365415986949	0.963315217391305	0.44763458401305	0.934591194968554
candidate544	0.364437194127243	0.963315217391305	0.635562805872757	0.978894472361809
candidate545	0.530016313213703	0.963315217391305	0.469820554649266	0.934591194968554
candidate546	0.503915171288744	0.963315217391305	0.495595432300163	0.937654320987654
candidate547	0.313703099510604	0.963315217391305	0.686296900489396	0.990556492411467
candidate549	0.0481239804241436	0.829591836734694	0.951876019575856	0.990556492411467
candidate55	0.313376835236542	0.963315217391305	0.686460032626427	0.990556492411467
candidate550	0.1278955954323	0.829591836734694	0.8721044045677	0.990556492411467
candidate552	0.620228384991843	0.979949874686717	0.362479608482871	0.862592592592593
candidate553	0.457096247960848	0.963315217391305	0.542903752039152	0.954441260744986
candidate554	0.0960848287112561	0.829591836734694	0.903915171288744	0.990556492411467
candidate555	0.944535073409462	0.999673735725938	0.0554649265905384	0.688
candidate556	0.456769983686786	0.963315217391305	0.543230016313214	0.954441260744986
candidate557	0.515171288743883	0.963315217391305	0.484828711256118	0.934591194968554
candidate558	0.0637846655791191	0.829591836734694	0.936215334420881	0.990556492411467
candidate56	0.103099510603589	0.829591836734694	0.896900489396411	0.990556492411467
candidate560	0.162153344208809	0.845967741935484	0.837846655791191	0.990556492411467
candidate561	0.227243066884176	0.928666666666667	0.772756933115824	0.990556492411467
candidate562	0.750081566068516	0.999673735725938	0.249592169657423	0.862592592592593
candidate563	0.456769983686786	0.963315217391305	0.543230016313214	0.954441260744986
candidate564	0.983034257748777	0.999673735725938	0.0169657422512235	0.4
candidate566	0.366721044045677	0.963315217391305	0.633278955954323	0.978894472361809
candidate567	0.830505709624796	0.999673735725938	0.169494290375204	0.862592592592593
candidate568	0.993964110929853	0.999673735725938	0.00603588907014685	0.246666666666668
candidate569	0.0518760195758564	0.829591836734694	0.948123980424144	0.990556492411467
candidate57	0.435236541598695	0.963315217391305	0.564763458401305	0.962707182320442
candidate570	0.0353996737357259	0.829591836734694	0.964600326264274	0.992976588628763
candidate571	0.932137030995106	0.999673735725938	0.067862969004894	0.753030303030303
candidate572	0.573572593800979	0.963315217391305	0.421696574225122	0.934591194968554
candidate573	0.913703099510604	0.999673735725938	0.0862969004893964	0.777941176470588
candidate574	0.735073409461664	0.999673735725938	0.264437194127243	0.862592592592593
candidate575	0.789885807504078	0.999673735725938	0.210114192495922	0.862592592592593
candidate576	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
candidate577	0.806035889070147	0.999673735725938	0.193964110929853	0.862592592592593
candidate578	0.620228384991843	0.979949874686717	0.362479608482871	0.862592592592593
candidate579	0.732626427406199	0.999673735725938	0.267373572593801	0.862592592592593
candidate58	0.456606851549755	0.963315217391305	0.543393148450245	0.954441260744986
candidate580	0.120554649265905	0.829591836734694	0.879445350734095	0.990556492411467
candidate581	0.0590538336052202	0.829591836734694	0.94094616639478	0.990556492411467
candidate584	0.372593800978793	0.963315217391305	0.627406199021207	0.978894472361809
candidate585	0.338336052202284	0.963315217391305	0.661663947797716	0.982082324455206
candidate586	0.113539967373573	0.829591836734694	0.886460032626427	0.990556492411467
